ID	Name	Desc
200058	Bagan Bintang	Tidak peduli di mana pun seseorang berada, pada akhirnya Anda harus menemukan jalan pulang. Berkeliling luar angkasa, tersesat dalam waktu, udang ini masih belum menyerah dan suka membantu orang lain. Yang ini bahkan akan menghunus pisau untuk membantu orang lain. Udang mencoba untuk tetap setia pada dirinya sendiri, sambil mencari jalan pulang. Mengetahui rahasia Peta Bintang Hetu Luoshu, ia memahami arti sebenarnya di balik segalanya dan dengan tegas memulai perjalanan.
200059	Lahir di antara Prajurit	[NAME] tumbuh di antara sekelompok pejuang dan mendengar tentang semua kejadian di dunia pejuang mulia. [NAME] mempelajari segala macam pengetahuan yang berhubungan dengan pertempuran, kesatriaan atau kebenaran. [NAME] memperoleh kemampuan belajar di lingkungan seperti ini dan mulai memahami bahwa tidak ada kejutan di dunia ini.
200060	Dapat diandalkan	Setelah beranjak dewasa, [NAME] berkeliling negeri, mencatat perbuatan dan menjunjung tinggi kesatriaan. [NAME] memahami cara kerja dan dapat membedakan putih dari hitam. [NAME] menulis tentang dunia dengan pena, berusaha menertibkan dengan pedang, dan perlahan mendapatkan nama. Meskipun dalam urusan manusia naga melihat kepala dan bukan ekor, namun ketika manusia membutuhkan bantuan, [NAME] ada untuk mengatasi kebingungan dan memberikan nasihat.
200061	Binatang Reinkarnasi	[NAME] awalnya adalah ikan mas yang berenang melintasi langit, Latihan 10 juta tahun memupuk semangat. Untuk mengalami kumparan fana, [NAME] membuang tubuh ilahinya dan bereinkarnasi sebagai manusia. \nSejak usia muda, terlihat jelas bahwa [NAME] sangat diberkati dengan bakat yang tidak wajar. [NAME] adalah orang yang cerdas dan bahkan orang dewasa pun kesulitan mengikutinya.
200062	Artis Utama	Setelah beranjak dewasa, [NAME] sepenuhnya mengabdi pada seni dan pindah ke ibu kota pada usia 28 tahun. Ikan yang dilukis [NAME] sangat realistis dan hidup sehingga seolah-olah seseorang dapat langsung masuk ke dalam lukisan itu sendiri.
200063	Prajurit Anakronistik	[NAME] menyukai novel Wuxia sejak kecil dan ingin menjadi pejuang keliling. Namun, [NAME] hidup dalam masyarakat masa kini sehingga menjadi seorang pejuang adalah...tugas yang cukup berat. \nMeskipun demikian, semangat luhur pejuang melawan ketidakadilan dan melindungi kaum lemah tetap dijunjung tinggi dalam pekerjaan dan kehidupan sehari-harinya.
200064	Untuk menyeberang	Setelah beranjak dewasa, [NAME] mulai mengumpulkan semua jenis persenjataan tajam dan mempelajari ilmu pedang. Banyak kolektor pedang lain yang juga mempercayakan pemeliharaan koleksinya kepadanya. \n Suatu larut malam saat merawat pedang temannya, [NAME] entah kenapa dipindahkan ke dunia asing.
200065	Pemain Game Seumur Hidup	[NAME] dilahirkan dalam keluarga biasa di Cathay. Saat tumbuh dewasa, [NAME] suka bermain dan sering kali tenggelam dalam permainan. Meskipun hal ini membuat [ENHIM] tampak introvert, namun pengalaman bermain game yang kaya telah membantu mengilhami gamer ini dengan wawasan yang tajam dan pikiran terbuka.
200066	Untuk menyeberang	Setelah beranjak dewasa, hobi [NAME] membawanya ke pekerjaan sebagai penguji game. Suatu saat saat bermain game sepanjang malam, ada kilatan petir dan seketika itu juga [NAME] telah berpindah. \nSetelah menyeberang, [NAME] mengandalkan wawasan yang tajam untuk beradaptasi dengan cepat ke dunia baru ini.
200067	Sky Mender	Terima kasih pemain [color=#D06508]lsprotoss[/color] atas semua bantuan Anda selama pengujian game. Visinya yang tajam membantu menemukan sejumlah bug yang membantu memberikan kontribusi luar biasa terhadap kemajuan permainan.
200068	Putra Salju	[NAME] lahir pada istilah matahari Salju Kecil dan kebetulan menyukai salju sejak kecil. Anak ini juga dikaruniai kemampuan luar biasa untuk menahan dingin. [IT] juga sangat cerdas dan banyak membaca. Anak ini lincah dan suka memanjat pohon dan gunung. Anak itu juga sangat cepat dan lincah, banyak orang dewasa tidak bisa mengikutinya.
200069	Prajurit Hibernal	Setelah dewasa, [NAME] menjadi pejuang keliling yang terkenal. Suatu kali, dia terluka dalam penyergapan dan kehilangan satu kaki dan matanya. Hal ini menyebabkan dia mundur ke pengasingan. \nMeskipun demikian, [NAME] tidak pernah berhenti berusaha menjadi lebih cepat. Suatu kali, secara kebetulan, dia melihat seekor musang berjalan di atas salju dan tidak meninggalkan jejak apa pun saat melewatinya dan seperti itu dia mendapat pencerahan yang memungkinkannya bergerak lebih cepat.
200070	Sky Mender	Terima kasih pemain [color=#D06508]lsprotoss[/color] atas semua bantuan Anda selama pengujian game. Dia memberikan sejumlah saran penting yang membantu dalam melakukan penyesuaian tahap akhir dan menekankan perlunya tombol pintas, yang membantu memberikan kontribusi luar biasa terhadap kemajuan permainan.
200071	Saudara yang Bermartabat	Terlahir nakal, anak ini tidak memiliki masa kanak-kanak yang terbaik, jadi agar orang lain menganggapnya tinggi, dia bercita-cita menjadi pejuang keliling yang mulia.
200072	Pembawa Tremor	Tangan besi Chenglong Li tiada bandingannya. Pemimpin dari tiga bersaudara sungai kuning, dia memimpin kedua saudaranya ke dunia pejuang keliling. Meski dalam beberapa hal mereka sering terlihat kurang cerdas, namun pada dasarnya dia adalah orang yang baik dan adil.
200073	Saudara yang Jujur	Terlahir sebagai seorang yatim piatu, ia bepergian ke mana-mana untuk tampil bersama rombongan saat masih muda. Dia sederhana, jujur, benar dan mampu menanggung kerja keras. Setelah pertengkaran dengan rombongan tersebut, dia bertemu saudaranya yang dikenal sebagai Dua Tinju yang mengirimkan Tremor ke seluruh Heluo. Oleh karena itu, ia memutuskan untuk mengembangkan ilmu bela dirinya agar mampu menjadi seorang pejuang hebat yang berkeliling dunia.
200074	Batu untuk Sarapan	Karena anak ini pemberani dan gagah berani, maka orang-orang memberinya julukan batu untuk sarapan paginya. Ia terkenal, ceroboh, menentang ketidakadilan, sederhana, jujur, dan lucu.
200075	Kakak yang pintar	Chang YuFeng lahir dari keluarga normal, tapi setelah serangkaian kecelakaan, dia ditinggalkan sendirian dan dia berangkat mengembara di negeri itu. Hidupnya cukup sulit, tapi dia bertekad dan ingin memastikan bahwa anak-anak akan memiliki rumah untuk kembali ke dunia yang bermasalah ini.
200076	Udara Panas	Ia mengaku sebagai yang terhebat dan memang sangat heroik, sehingga orang-orang memberinya julukan Udara Panas. Yang terkecil dari tiga bersaudara sungai kuning. Saat dipanggil, yang ini berjalan paling cepat...
200077	Dukungan Penuh Kasih	[NAME] tumbuh dengan dikelilingi oleh cinta dan kasih sayang tidak hanya oleh keluarganya, tetapi juga oleh seluruh desa. Dia dicintai oleh penduduk desa karena kemampuan menyanyinya yang luar biasa dan ini terbukti sejak usia muda.
200078	Petapa yang Tak Terkalahkan	Setelah tumbuh dewasa, [NAME] mulai mempelajari Hukum menuju kehebatan, ia menjelajahi negeri itu melawan siapa pun yang mengambil dan menjadi ahli yang tidak dapat dikalahkan.
200079	Panti Asuhan yang kejam	[NAME] tumbuh di panti asuhan yang menyingkirkan anak-anak yang berkinerja terburuk. Anak-anak yatim piatu yang dibesarkan di tempat ini diajari segala macam teknik sebagai bagian dari kesepakatan dengan pelindungnya: Terkadang, mereka digunakan sebagai pembunuh, yang lain sebagai subjek eksperimen jahat. Meskipun kondisinya brutal, dia menemukan seorang saudara perempuan di salah satu anak yatim piatu di sana dan mereka saling mendukung.
200080	Pembela Pusaran	Orang yang selamat dari sebuah eksperimen, dia melayang ke seluruh dunia, dengan darah yang dipenuhi energi misterius. Kekuatan sang dewi memberinya umur panjang dan kemampuan regeneratif yang luar biasa. Namun untuk mendapatkan manfaat ini, dia harus tidur lebih lama untuk menjaga tubuhnya. Saat tertidur lelap, dia menemukan bahwa dia berada di dunia yang benar-benar baru dan kekuatannya telah hilang tanpa jejak. Akankah ini menjadi awal yang baru?
200081	Bangsawan Muda	[NAME] dibesarkan di Pagoda Gading Gajah. Ulang tahunnya sama dengan ulang tahun Siddhartha Sang Buddha sehingga setiap orang mempunyai harapan yang tinggi terhadapnya dan berharap bahwa ia akan menjalankan bisnis keluarga yang akan menghasilkan prestasi besar. [NAME] suka membaca dan merenung sejak kecil. Dia menunjukkan bakat yang tidak biasa. Meskipun [NAME] tidak terlalu peduli dengan ketenaran atau keuntungan, namun karena idenya yang cukup unik, maka orang cenderung menganggap dia sombong dan menyendiri.
200082	Biksu Pertapa	Setelah dewasa, [NAME] mulai menyadari dunia dan memutuskan bahwa dia tidak akan terus mengikuti Hukum yang telah ditetapkan keluarganya untuknya. Setelah melihat kesia-siaan dunia, dia menyadari misi hidupnya dan meninggalkan rumah untuk menjadi seorang biksu.
200083	Keluarga Nelayan	[NAME] telah tinggal di desa nelayan sejak kecil. Penduduk desa sangat puas dengan nasib mereka dan semua orang bisa bergaul dengan baik. Memancing membuat [NAME] memiliki fisik yang mengesankan dan persepsi yang luar biasa.
200084	Pertemuan Abadi	Ketika ayahnya pergi memancing, [NAME] akhirnya terjebak dalam puting beliung. Ketika dia sadar, dia mendapati dirinya berada di Penglai, tempat tinggal para Dewa dalam dongeng. Saat berada di pulau, meskipun tidak ada instruksi yang diterima, namun dia telah memperoleh beberapa wawasan tentang Meditasi dan Pernapasan. Penglai kemudian mengalami perubahan besar dan dia harus kembali ke dunia asal dia. Pengalaman di Penglai telah membantunya menciptakan landasan yang kuat untuk membangunnya.
200085	Pekerja Anak	Sementara Fatty Pudding muda memuji karyanya sambil mengatakan kepadanya bahwa itu membangun karakter. Dia menghabiskan sepanjang hari mengumpulkan sampah dan meminta uang. Kesulitan ini menanamkan dalam diri [ENHIM] kemauan yang luar biasa.
200086	Penjelajah Kota	Mencari satu hal dalam hidup, [NAME] pergi ke dunia temannya dan mencari dengan keras tetapi menemukan semuanya adalah sebuah misteri. Jadi dia berpikir tidak ada jalan lain dan melepaskan masa lalu. Kini dia tinggal di sekitar Kowloon di Hong Kong hanya untuk merasakan bagaimana rasanya bagi mereka yang berada di bawah.
200087	Penyapu Pembantunya	Nasib [NAME] dalam hidup ini tidak jelas. [NAME] dibesarkan oleh para biksu sejak usia muda dan sekarang menjadi misdinar. Sepanjang ingatan [NAME], orang ini telah rajin menyapu candi.
200088	Biksu Penyapu	Setelah beranjak dewasa, [NAME] mengemban tanggung jawab menyapu dan telah melakukannya selama tiga puluh tahun. Daun-daun berguguran di musim semi dan musim gugur, kelopak bunga di musim panas, dan salju di musim dingin. Dari matahari terbit sampai matahari terbenam [NAME] menyapu tanpa istirahat. Orang-orang datang dan pergi ke kuil, tak seorang pun mengetahui nama orang ini dan tidak mau repot-repot menyapanya.
200089	Remaja Hiperaktif	[NAME] penuh dengan rasa ingin tahu sejak usia muda dan telah menimbulkan masalah sejak saat itu, segala sesuatu adalah sesuatu yang harus dibongkar dan disatukan kembali...bahkan kembang api, yang kemudian diledakkan oleh [NAME] setelah disatukan kembali. Mungkin karena alasan ini, [NAME] menulis sebuah cerita saat remaja dimana protagonisnya adalah seorang pendekar pedang yang menggunakan sihir api.
200090	Kentang Sofa	Setelah beranjak dewasa, [NAME] mulai belajar bahasa dan dia menjadi terlalu malas untuk bergerak. Dia menggunakan alasan bahwa orang jenius tidak perlu keluar rumah untuk mengetahui apa yang terjadi di dunia. Baginya, teknik yang paling berguna di seluruh dunia adalah kemampuan Raja Kera untuk membuat rambut ganda yang dapat mengatasi masalah. Ironisnya, garis rambutnya menyusut seolah-olah membuatnya kesal karena kemalasannya.
200091	Jauh dari Rumah	[NAME] adalah seorang anak yang tidak ramah dan diolok-olok karena latar belakang keluarganya. Yang bisa [IT] lakukan hanyalah memainkan sitar siang dan malam untuk menemukan hiburan dalam musik. Ketika dia masih muda, dia meninggalkan rumah dengan sitarnya dan bepergian ke luar negeri.
200092	Magister Musik	Setelah lebih dari dua puluh tahun, dia menjadi terkenal. Tidak ada habisnya orang-orang di seluruh negeri yang ingin dia bermain, namun hampir mustahil dia menemukannya.
200093	Eksentrik Tulang	[NAME] memiliki ketertarikan misterius pada tulang sejak usia muda. Setiap kali dia mendapatkannya, dia akan melakukan segala macam eksperimen terhadapnya dan dia tidak akan menyadari jika rumah itu runtuh karena dia begitu terserap oleh tulang tersebut. Ia sering keluar mencari tulang dan mengira inilah yang menjadi passion hidupnya.
200094	Tuan Tulang	Setelah beranjak dewasa, ia mulai tertarik dengan lawan jenis. Dia memberi tahu teman-temannya di desa bahwa dia tahu mantra dan sering menggunakan nyanyiannya pada lawan jenis tertentu. (guk, guk, guk) Dia sepertinya hanya tertarik pada tulang yang dibawanya.
200095	Keluarga Nelayan	Terlahir dari keluarga nelayan, berbicara dengan ikan bukanlah masalah. [NAME] sering pergi memancing ke mana-mana bersama ayah [ITS].
200096	Ahli kelautan	[NAME] memancing ikan aneh dari danau pada usia 17 tahun. Saat membuang isi perut ikan, ternyata ada catatan di dalamnya. Nasib telah berubah, instrumen ilahi lebih mudah diperoleh dan akan diperoleh oleh mereka yang memiliki moral yang baik. Siapa pun yang menemukan trisula akan mewarisi kekuatan Atlantis. Dan seperti itulah, [NAME] mulai menyelidiki peradaban kuno lautan.
200097	Identitas Tidak Diketahui	Tidak diketahui dari mana [NAME] datang. Anak tersebut dibawa kembali dari Pulau Aurora oleh ahli kelautan yang menemukan [ENHIM].
200098	Penyanyi	Setelah beranjak dewasa, [NAME] menjadi penyanyi. Suara [NAME] merdu, namun seakan membuat orang lapar. Hidangan gourmet diiringi nyanyian [ITS] di mana-mana.
200099	Penghobi Keledai Panggang	[NAME] suka bermain game dan makan daging keledai panggang, serta sastra dan musik. Menjadi seorang musisi adalah impian utama, entah betapa realistisnya hal itu.
200100	Setan Musikal	Karena [NAME] belum mengembangkan keterampilan yang memadai dan kurangnya bakat, menjadi seorang musisi adalah sebuah impian yang masih di luar jangkauan. Namun, secara kebetulan, [NAME] menemukan metode bermain unik yang terdengar seperti setan, dan akhirnya menjadi seorang pembunuh yang senjatanya hanyalah alat musik di tangan.
200101	Yang Terpilih	[NAME] dibesarkan dalam keluarga seniman bela diri. Ayahnya pandai angkat besi dan ibunya pandai lompat sehingga dia melatih keduanya dengan penuh semangat. Pada usia 8 tahun, ia bertemu dengan iblis berotot dan menjadi satu-satunya orang di Tiongkok yang mewariskan gaya bertarung kuno. Oleh karena itu, [NAME] bersumpah untuk melindungi perdamaian dunia.
200102	Pembunuh Bocah Gendut	Saat mempraktikkan gaya bertarung kuno, [NAME] mulai memahami kebenaran sebenarnya di balik pertarungan, yaitu membunuh lawan tepat di depan mata mereka. [NAME] menyebut dirinya pembunuh bocah gendut karena dia diam-diam menyamar sebagai bocah gendut, menunggu sampai musuh tidak sadar, lalu menyerang. Ini adalah salah satu teknik paling menakutkan di dunia seni bela diri.
200103	Permainan Zen	[NAME] berkomitmen untuk bermain game sejak usia muda dan mempelajari segala macam pengetahuan berkat bimbingan yang sangat baik dalam bermain game. Membenamkan dirinya dalam permainan, dia menjadi sangat terkejut dengan dunia yang telah diciptakan. Tujuan seumur hidupnya adalah bermeditasi tentang game untuk memperluas pemahamannya tentang game.
200104	Wisatawan	Sambil mengejar mimpinya, [NAME] akhirnya menjadi seorang musafir. Mungkin kesepian dibutuhkan sebagai pendamping di jalan ini, namun dari waktu ke waktu ada pendamping yang ditemui di sepanjang jalan yang akan menemani perjalanan. Berpisah, bersatu kembali, saling menemani dalam diam, berpisah lagi, ada orang lain yang ikut bergabung, ini ibarat perjalanan hidup itu sendiri secara keseluruhan. Terkadang hanya angin yang menemanimu, terkadang bahkan angin pun tidak menemanimu, di lain waktu kamu mempunyai teman minum dan di lain waktu kamu masih hanya bermimpi.
200105	Gadis Kompetitif	Yang ini selalu meriah dan dia selalu menyukai segala jenis permainan kompetitif. Nilai dan nilainya selalu berada di urutan teratas. Awalnya, hal semacam ini adalah sesuatu yang cenderung dilakukan oleh laki-laki, tapi perempuan ini memutuskan untuk melakukannya.
200106	Komentator	Terdapat perselisihan di mana-mana, namun biasanya semua orang pada umumnya mematuhi sistem peraturan yang sama. Kadang-kadang orang ini diundang untuk menjadi komentator kompetisi sehingga mereka yang tidak mengerti apa yang sedang terjadi dapat lebih memahami bagaimana perkembangan kompetisi tersebut. Seiring waktu, orang-orang menjadi terbiasa dengan suara dan sindirannya.
200107	Masa Depan yang Terbuang	Tumbuh dewasa dengan bermain game membuat game ini tidak menjanjikan lagi setelah dewasa. Terlalu banyak permainan sampah yang dimainkan oleh orang ini di masa mudanya, karena setiap permainan tampak seperti sebuah pengalaman baru dan segar. Dan seperti ini, harapan anak tersebut beralih dari seorang ilmuwan atau semacam pemimpin menjadi membuat permainan sampah.
200108	Pembunuh Setan	Stafnya dibuat dengan baik, seseorang bisa berjaga-jaga sampai usia tua. Impiannya untuk membuat game terbakar dan kemudian bisnis pembuatan staf bangkrut, jadi dia beralih ke troll. Gigi troll, kulit troll... sungguh, bahan troll apa pun akan laku. Cara terbaik untuk mendapatkannya adalah dengan membuat para troll saling membunuh.
200109	Sumber Penjahat	[NAME] tumbuh dalam masa kecil yang kelam di antara beberapa anak laki-laki yang lebih besar yang suka memukul. Setelah teman masa kecilnya meninggal satu per satu, [NAME] merobek pakaiannya karena sedih dan kemudian memakan apa yang mereka tinggalkan... barulah [NAME] mampu tumbuh lebih kuat dari sebelumnya.
200110	Yang Ketiga	[NAME] selalu menyebut dirinya sebagai yang ketiga karena, pertama, mudah untuk mati dalam kekerasan dan, kedua, mudah untuk dipukuli. [NAME] mengambil pekerjaan bekerja 8 jam sehari, dimana 7 setengah jam dihabiskan untuk berbicara dan sisanya dihabiskan di toilet. Orang-orang tidak begitu tahu apa yang dilakukan pekerjaan [ITS], tapi itu selalu terdengar mengesankan. [NAME] sering kali menculik beberapa kentang batuk yang menjadi gemuk, memasukkan kaus kaki ke dalam mulutnya, dan kemudian menyiksanya. Namun mereka tampak menikmatinya.
200111	Pemuda Dunia Lain	Tumbuh di Shangri-la Abadi, selain para pejuang keliling yang pernah ada, hanya ada seekor kucing bernama Dinasti Han dan seekor anjing bernama Roma sebagai teman. Biasanya, selain Hukum yang ditinggalkan para pejuang, satu-satunya hal yang harus dilakukan adalah merawat tanaman dan memurnikan obat-obatan.
200112	Kolektor Pedang	Setelah beranjak dewasa, orang ini jatuh cinta pada mengoleksi pedang kuno. Dia selalu bepergian ke seluruh Tiongkok untuk mencari pedang kuno yang tidak diketahui siapa pun. Dia memiliki begitu banyak koleksi sehingga dia bahkan tidak tahu berapa banyak pedang yang dia miliki. Tapi tak masalah, apa salahnya mengoleksi sebagai hobi?
200113	Pemuda yang suram	[NAME] pernah memiliki keluarga yang penuh kasih dan bahagia tempat dia dibesarkan...sampai dia berusia 15 tahun. Ayahnya berselingkuh dan kemudian alkoholisme menyebabkan kekerasan dalam rumah tangga dan kematian ibunya. Dia hanya bisa menghabiskan hari-harinya dengan tenggelam dalam kesepian dan kesakitan. Dan benih kebencian telah tumbuh di hatinya, mengubah seorang anak laki-laki yang bahagia dan bersemangat menjadi pemuda yang suram dan dingin.
200114	Pembunuh Pendendam	Setelah berhasil membalas dendam pada ayahnya...dengan membunuhnya, [NAME] menjadi kejam, tanpa emosi, dan mudah berubah. Dia suka bermain dengan orang lain dan memiliki kerinduan dan agresivitas yang tidak biasa terhadap lawan jenis.
200115	Gadis Kasar	[NAME] lahir dari keluarga seniman bela diri dan dalam hal kepribadian, sejak usia muda dia tidak akan mengakui kekalahan dan dia terus-menerus mencari tantangan sulit dalam segala bentuk dan ukuran. Karena dia selalu mencari cara untuk membantu orang lain, dia memasang spanduk di lantai yang penuh untuk menyanyikan pujiannya.
200116	Yang Mulia	Membantu orang lain untuk waktu yang lama cenderung menarik orang-orang yang memiliki sikap serupa dan dengan demikian sekelompok individu yang berpikiran sama menemukan seorang ratu yang dapat mereka ajak bepergian, menjelajahi hal-hal yang tidak diketahui, dan menikmati hidup sepenuhnya. Dari waktu ke waktu mereka bahkan akan memanggilnya ratu, meskipun lebih karena semangat pantang menyerah dalam menghadapi kesulitan yang menyebabkan dia mengambil julukan ini.
200117	Reinkarnasi Abadi	Siapa yang tahu kapan sekte ilmu pengetahuan akan mengakar di seluruh dunia, seperti yang tampaknya sudah mulai terjadi ratusan tahun yang lalu. Pemimpin sekte Wang Laoju bukanlah orang biasa: Dia telah menjadi seorang Immortal selama beberapa waktu sekarang. Dia berjalan mengelilingi dunia dengan menyamar sebagai manusia fana. \nPenyamaran tubuh fana membuat dia rentan terhadap penuaan dan penyakit. Setiap kali dia meninggal, dia hanya bereinkarnasi sambil mempertahankan ingatan kehidupan sebelumnya. Melalui reinkarnasi yang tak terhitung jumlahnya untuk mencari pengetahuan tanpa batas juga memungkinkan dia untuk mengalami seluruh emosi manusia.
200118	Pemimpin Sains Masa Depan	Murid sekte sains masa depan semuanya adalah orang normal yang ingin mencari keabadian. Pemimpin selalu mencari cara untuk membantu murid-muridnya. Kali ini dia telah mengembangkan kursus satu hari selama 25 jam dengan topik mencari keabadian. Wang Laoju yang sekarang menemukan cinta sejati sehingga mereka menjadi sahabat yang menjalankan Hukum, bereinkarnasi. Persatuan yang bahagia ini adalah kisah rumah tangga di dunia nyata.
200119	Keluarga Ulama	Terlahir dari keluarga terpelajar, tutor rumah yang satu ini adalah seorang pejuang keliling yang mencari pengasingan dan sering kali senang berbicara tentang dunia pejuang. Dia telah mengembangkan minat dalam dunia pejuang selama bertahun-tahun.
200120	Istri Pemimpin Sekte	Saat dia menyelinap untuk memasuki dunia pejuang, dia bertemu dengan pemimpin Sekte Teknologi Futuristik yang baru bereinkarnasi, Wang Laoju. Setelah beberapa waktu bersama, mereka menjadi mitra dalam Hukum, mereka bereinkarnasi bersama dan saling menemani dalam kehidupan ini dan akhirat, kisah mereka diceritakan ke seluruh dunia.
200121	Keluarga Intelektual	Tumbuh dalam keluarga yang mencari Keabadian, instruksi eksplisit diterima oleh para guru sejak usia muda untuk membangun landasan yang baik dalam mencari Keabadian. Namun, anak itu memberontak dan sangat ingin tahu, tapi bukan dalam hal mencari Keabadian melainkan dalam kaitannya dengan rahasia dunia Latihan.
200122	Raja Eksplorasi	Setelah tumbuh dewasa, [NAME] suka menjelajah ke mana-mana, melampaui batas tidak peduli betapa berbahayanya. \nTumbuh seperti ini memberi seseorang ketangguhan dan kemampuan beradaptasi. Dia telah meninggalkan jejaknya di mana pun para penjelajah menjelajah dan telah menjadi legenda di antara mereka.
200123	Penunda	Pemberian Sun Zha berlimpah dan terlihat jelas sejak usia muda. Qi selalu berlebih, namun Qi pada anak menyebabkan kemalasan. Dia selalu melawan kemalasannya, namun tidak membuahkan hasil.
200124	Transverser Malas	Sun Zha berasal dari dunia persaingan yang kejam. Sebelum datang ke dunia di mana Keabadian dicari, dia menghabiskan masa kecil dan remajanya dengan bermalas-malasan.
200125	Bazaar Punk	Anak ini senang bersembunyi di pasar, hingga suatu hari ibunya menyadari bakat musiknya dan mengirimnya untuk menjadi guru biola. Tapi sejak hari pertama dia ditemukan oleh ibunya berada di pasar bukan di ruang kelas dan seperti itu harapan masa depan musik sepertinya lenyap. \nNamun keesokan harinya, anak tersebut menyadari bahwa gitar adalah hal yang sangat diminati dan seperti itulah lahirlah musisi punk.
200126	Kecantikan Terkutuklah	Anak ini menjadi dewasa dengan kesabaran dan keingintahuan yang tak terpadamkan dan telah mencoba segala macam profesi, namun karena ketampanan yang luar biasa dan kemampuan yang hebat, dia mampu menyelesaikan pekerjaan ganda dengan setengah usaha. Namun hal ini terbukti merugikan diri sendiri dan menjalani kehidupan normal terbukti menjadi tugas yang sangat berat. \nJadi dia menghabiskan waktunya keluar larut malam dengan menyamar sebagai hantu. Ini adalah satu-satunya cara agar dia dapat menjalani kehidupan yang menurutnya normal.
200127	Lahir Kaya	Putri dari keluarga ulama kaya, kuat dan cantik. Namun dia terpaksa mempelajari banyak Hukum karena bakatnya, dia merasa kesulitan karena ketidakmampuannya untuk melakukan Terobosan.
200128	Cahaya yang Luar Biasa	Di permukaan, dia acuh tak acuh dan sombong, tapi sebenarnya hatinya kosong. Dia berkeliling dunia sebagai pejuang keliling dengan kuas dan pedang di tangan. Dari waktu ke waktu, ia membantu siswanya belajar kaligrafi atau melukis. Ada orang-orang yang menganggap temperamennya tidak menyenangkan, tetapi dia tidak mau menjelaskan dirinya sendiri, lebih memilih hanya berteman dengan orang-orang yang memahaminya.
200129	Gadis Sebelah	Gadis tetangga ini lahir dari keluarga pengrajin. Meskipun dia disayangi oleh ayahnya dengan semua mainan yang dibuatnya, ayahnya membesarkannya untuk menjadi lincah dan mengambil inisiatif. Sayangnya, dia melakukannya secara berlebihan dan sekarang dia mengambil kesempatan untuk menghadapi dunia sebagai pejuang keliling dengan pedang di tangan.
200130	Angin Puyuh Legendaris	Gadis lincah di sebelah ternyata cukup impulsif. Meskipun dia terlihat tidak berbahaya, dia cukup tanggap. Dia tidak tahan melihat orang lain diganggu dan suka bertarung seperti seorang ksatria berbaju zirah, dan dia mencoba melakukan apa yang dia bisa jika mampu.
200131	Raja Permainan	[NAME] memiliki kecerdasan tingkat jenius dan menyukai semua jenis permainan. Pada saat [NAME] berumur sepuluh tahun, anak ini sudah ahli dalam permainan apa pun yang pernah didengarnya. Pertarungan kriket adalah permainan yang menarik. [ITS] jeli dalam memilih jangkrik yang akan menang.
200132	Arsip Militer	Yang ini punya ketertarikan yang cukup besar untuk mengumpulkan dokumen militer. Setelah digigit serangga, tidak ada jalan untuk kembali. Uang dan waktu bukanlah masalah.
200133	Pemimpin Bandit	[NAME] adalah putri seorang pemimpin bandit gunung. Dia menjalani kehidupan yang sulit, tetapi dia memiliki kemampuan dan kecakapan untuk menunjukkannya.
200134	Prajurit Bepergian	Karena ayah [NAME] dibunuh oleh musuh, dia menjadi pemimpin Benteng pada usia 16 tahun, jadi dia memutuskan untuk tidak membunuh orang yang tidak bersalah dan tidak merampok orang baik. Mereka dikhianati dan Benteng dihancurkan, tapi dia mampu melarikan diri dengan bantuan dan dia melanjutkan untuk memasuki dunia Praktek.
200135	Murid Mohis	[NAME] masih muda dan cerdas dan telah belajar di bawah bimbingan seorang ahli Mohist di desa sejak usia muda. Di bawah bimbingan yang sangat baik, sang ahli mampu mengembangkan bakat dan keberanian [ITS] sejak usia muda.
200136	Prajurit Bepergian	Sudah lebih dari tiga tahun sejak [NAME] beranjak dewasa dan membantu yang lemah merupakan tugas sehari-hari. Baru-baru ini di Kota Kehancuran, [NAME] bertemu dengan seseorang yang mengatakan bahwa orang ini memiliki Takdir Abadi. Hal ini memaksa [NAME] untuk mempelajari Hukum Keabadian.
200137	Jenius Musik	[NAME] memiliki minat yang besar terhadap alat musik sejak usia muda dan, pada kenyataannya, belajar sendiri memainkan semua alat musik yang ia ketahui. Sayangnya, dia terserang penyakit yang membuatnya tuli.
200138	Penduduk Desa Tinta	Setelah tumbuh dewasa, [NAME] datang ke sebuah desa yang dikenal sebagai Desa Tinta dimana semua orang sangat berbakat dalam menggunakan alat musik dan mengandalkannya untuk bertahan hidup. [NAME] menggunakan bakatnya yang luar biasa untuk mendapatkan persetujuan dari penduduk setempat dan menetap di sana.
200139	Penduduk Desa Tinta	[NAME] tinggal di sebuah desa yang dikenal sebagai Desa Tinta di mana setiap orang sangat berbakat dengan alat musik dan mengandalkan alat musik tersebut untuk bertahan hidup. Cukup mengejutkan, orang ini menjadi master chef di desa ini.
200140	Koki Desa Tinta	Kemampuan memasak [NAME] perlahan mendapat pengakuan selama bertahun-tahun dan dia dikenal sebagai master chef. Suasana lokal yang penuh dengan musik entah bagaimana meresap ke dalam makanan yang dimasaknya.
200141	Keluarga Intelektual	[NAME] dilahirkan dalam keluarga terpelajar dan menarik serta cerdas sejak usia muda. Kecintaannya terhadap musik akhirnya mengantarkannya menjadi seorang musisi.
